,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,formula,gap expt
607,5.0,55.0,50.0,13.166666666666666,10.111111111111112,8.0,5.0,87.0,82.0,75.75,13.666666666666666,87.0,10.811,132.9054519,122.0944519,29.164520991666667,24.536068319444443,15.9994,54.8,2348.0,2293.2,745.0491666666667,879.2005555555556,54.8,1.0,16.0,15.0,13.833333333333334,2.5555555555555554,16.0,2.0,6.0,4.0,2.5,0.8333333333333334,2.0,66.0,244.0,178.0,89.83333333333333,30.722222222222225,66.0,0.79,3.44,2.65,2.75,0.805,3.44,1.0,2.0,1.0,1.9166666666666667,0.1527777777777777,2.0,0.0,4.0,4.0,2.75,1.4583333333333333,4.0,0.0,10.0,10.0,0.8333333333333334,1.527777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,5.5,2.0,6.0,0.0,1.0,1.0,0.08333333333333333,0.15277777777777776,0.0,0.0,5.0,5.0,2.75,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.8333333333333335,1.277777777777778,2.0,7.1725,115.765,108.5925,18.66854166666667,16.905486111111113,9.105,0.0,1.524,1.524,0.41291666666666665,0.5555416666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,86.33333333333333,86.72222222222221,12.0,CsGeB3O7,5.76
608,32.0,55.0,23.0,49.2,6.879999999999998,53.0,5.0,96.0,91.0,74.4,27.759999999999998,96.0,72.64,132.9054519,60.2654519,117.25177238,17.844708951999998,126.90447,301.59,1211.4,909.8100000000002,534.708,270.6768,386.85,1.0,17.0,16.0,13.2,4.880000000000001,17.0,4.0,6.0,2.0,5.0,0.4,5.0,120.0,244.0,124.0,156.2,35.11999999999999,139.0,0.79,2.66,1.87,2.156,0.6048000000000001,2.66,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,5.0,5.0,3.4,1.9200000000000004,5.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,16.0,13.2,4.880000000000001,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.4,1.0399999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,23.005,115.765,92.76,53.56300000000001,24.880800000000004,43.015,0.0,1.062,1.062,0.7138,0.41784,1.062,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,129.2,78.24,64.0,CsGeI3,1.6
609,1.0,55.0,54.0,14.5,13.25,8.0,5.0,92.0,87.0,81.75,12.791666666666666,87.0,1.00794,132.9054519,131.8975119,32.487139324999994,32.22733898749999,15.9994,14.01,494.0,479.99,138.3683333333333,145.74749999999997,54.8,1.0,16.0,15.0,11.0,6.666666666666667,16.0,1.0,6.0,5.0,2.4166666666666665,1.125,2.0,31.0,244.0,213.0,81.08333333333333,40.125,66.0,0.79,3.44,2.65,2.7608333333333337,0.6791666666666666,3.44,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.6666666666666665,1.7777777777777777,4.0,0.0,10.0,10.0,1.6666666666666667,2.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,6.0,3.3333333333333335,6.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,2.0,2.0,1.3333333333333333,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,6.615,115.765,109.15,20.173333333333336,17.8475,9.105,0.0,7.853,7.853,2.0964166666666664,2.878291666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,75.91666666666667,84.55555555555556,12.0,CsH3(SeO3)2,4.77
610,34.0,67.0,33.0,45.6875,13.1484375,34.0,5.0,89.0,84.0,68.25,23.78125,89.0,78.96,164.93032,85.97032,109.006322871875,33.802113230859376,78.96,301.59,1747.0,1445.41,852.9209375,502.91947265625,494.0,1.0,16.0,15.0,11.375,5.359375,16.0,4.0,6.0,2.0,4.75,0.84375,4.0,120.0,244.0,124.0,147.125,31.296875,120.0,0.79,2.55,1.7599999999999998,2.01625,0.6004687499999999,2.55,1.0,2.0,1.0,1.96875,0.060546875,2.0,0.0,4.0,4.0,2.25,1.96875,4.0,0.0,10.0,10.0,6.875,4.296875,10.0,0.0,11.0,11.0,3.09375,4.447265625,0.0,1.0,16.0,15.0,14.1875,2.0390625,16.0,0.0,1.0,1.0,0.03125,0.060546875,0.0,0.0,2.0,2.0,1.125,0.984375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.84375,1.212890625,0.0,0.0,3.0,3.0,2.0,0.5625,2.0,19.495,115.765,96.27,29.278281249990627,6.223886718737109,25.92,0.0,0.799,0.799,0.44943750000000005,0.3932578125,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,93.84375,89.82421875,14.0,CsHo9(Cd2Se9)2,2.06
611,34.0,55.0,21.0,40.8,8.16,34.0,5.0,89.0,84.0,77.4,14.959999999999997,89.0,78.96,132.9054519,53.94545190000001,95.89034518999999,20.316414228000003,78.96,301.59,505.08,203.49,470.55,41.95199999999999,494.0,1.0,16.0,15.0,13.8,2.7199999999999998,16.0,4.0,6.0,2.0,4.5,0.6,4.0,120.0,244.0,124.0,138.4,22.080000000000002,120.0,0.79,2.55,1.7599999999999998,2.179,0.44519999999999993,2.55,1.0,2.0,1.0,1.9,0.18000000000000008,2.0,0.0,4.0,4.0,2.9,1.3199999999999998,4.0,0.0,10.0,10.0,9.0,1.8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,13.8,2.7199999999999998,16.0,0.0,1.0,1.0,0.1,0.18,0.0,0.0,5.0,5.0,2.5,1.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.6,1.04,2.0,24.26,115.765,91.505,36.2115,15.9107,25.92,0.0,0.799,0.799,0.47940000000000005,0.38352,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,73.4,71.28,14.0,CsIn(SnSe3)2,1.78
612,32.0,55.0,23.0,38.857142857142854,7.510204081632652,34.0,5.0,89.0,84.0,73.57142857142857,19.59183673469388,89.0,72.64,132.9054519,60.2654519,90.88620741428569,18.843153448979585,78.96,301.59,1211.4,909.8100000000002,559.8199999999999,186.16571428571427,494.0,1.0,16.0,15.0,13.142857142857142,3.5102040816326534,16.0,4.0,6.0,2.0,4.428571428571429,0.6122448979591838,4.0,120.0,244.0,124.0,140.85714285714286,29.79591836734694,120.0,0.79,2.55,1.7599999999999998,2.111428571428571,0.5012244897959183,2.55,1.0,2.0,1.0,1.8571428571428572,0.24489795918367344,2.0,0.0,4.0,4.0,2.7142857142857144,1.4693877551020407,4.0,0.0,10.0,10.0,8.571428571428571,2.448979591836735,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,13.142857142857142,3.5102040816326534,16.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367346,0.0,0.0,5.0,5.0,2.4285714285714284,1.1836734693877549,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5714285714285716,1.1020408163265307,2.0,23.005,115.765,92.76,38.10142857142858,22.1895918367347,25.92,0.0,0.799,0.799,0.5112857142857143,0.3288163265306122,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,92.71428571428571,89.95918367346938,14.0,CsInGeSe4,2.32
613,16.0,80.0,64.0,38.666666666666664,22.666666666666668,16.0,5.0,88.0,83.0,69.16666666666667,21.388888888888886,88.0,32.065,200.59,168.525,90.75140864999999,58.686408650000004,32.065,234.32,429.75,195.43,355.1233333333333,58.11222222222225,388.36,1.0,16.0,15.0,12.333333333333334,3.888888888888889,16.0,3.0,6.0,3.0,4.333333333333333,1.3333333333333333,3.0,105.0,244.0,139.0,138.83333333333334,36.111111111111114,105.0,0.79,2.58,1.79,2.0516666666666667,0.5283333333333333,2.58,1.0,2.0,1.0,1.8333333333333333,0.27777777777777785,2.0,0.0,4.0,4.0,2.1666666666666665,1.8333333333333333,4.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,14.0,14.0,2.3333333333333335,3.888888888888889,0.0,1.0,26.0,25.0,9.666666666666666,6.555555555555556,6.0,0.0,1.0,1.0,0.16666666666666666,0.2777777777777778,0.0,0.0,5.0,5.0,1.8333333333333333,1.222222222222222,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,1.0,2.0,24.26,115.765,91.505,40.43720186781667,25.109266044061112,25.786875,0.0,2.202,2.202,1.101,1.101,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,124.0,54.0,70.0,CsInHgS3,2.3
614,16.0,55.0,39.0,34.0,18.0,16.0,5.0,88.0,83.0,64.0,29.5,88.0,32.065,132.9054519,100.8404519,77.963362975,45.898362975,32.065,301.59,429.75,128.16000000000003,377.015,37.71250000000002,388.36,1.0,16.0,15.0,11.5,5.25,16.0,3.0,6.0,3.0,4.25,1.25,3.0,105.0,244.0,139.0,149.0,47.5,105.0,0.79,2.58,1.79,1.9325,0.6475,2.58,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,12.0,6.5,3.25,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,2.0,24.26,115.765,91.505,47.8996875,33.93265625,25.786875,0.0,2.202,2.202,1.101,1.101,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,127.0,57.0,70.0,CsInS2,3.4
615,34.0,55.0,21.0,43.0,9.0,34.0,5.0,89.0,84.0,64.5,29.75,89.0,78.96,132.9054519,53.94545190000001,101.41086297499999,22.450862975000003,78.96,301.59,494.0,192.41000000000003,429.835,64.165,494.0,1.0,16.0,15.0,11.5,5.25,16.0,4.0,6.0,2.0,4.75,0.75,4.0,120.0,244.0,124.0,156.5,43.75,120.0,0.79,2.55,1.7599999999999998,1.9175,0.6324999999999998,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,0.0,10.0,10.0,7.5,3.75,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,11.5,5.25,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,2.0,24.26,115.765,91.505,47.96625,33.899375,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,99.0,85.0,14.0,CsInSe2,2.81
616,16.0,55.0,39.0,31.142857142857142,17.30612244897959,16.0,5.0,88.0,83.0,73.14285714285714,19.469387755102044,88.0,32.065,132.9054519,100.8404519,70.67049312857142,44.1205635755102,32.065,301.59,505.08,203.49,398.5514285714285,39.35061224489793,388.36,1.0,16.0,15.0,13.142857142857142,3.5102040816326534,16.0,3.0,6.0,3.0,4.0,1.1428571428571428,3.0,105.0,244.0,139.0,135.0,34.285714285714285,105.0,0.79,2.58,1.79,2.1214285714285714,0.5240816326530613,2.58,1.0,2.0,1.0,1.8571428571428572,0.24489795918367344,2.0,0.0,4.0,4.0,2.7142857142857144,1.4693877551020407,4.0,0.0,10.0,10.0,2.857142857142857,4.081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,7.428571428571429,3.4693877551020407,6.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367346,0.0,0.0,5.0,5.0,2.4285714285714284,1.1836734693877549,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5714285714285716,1.1020408163265307,2.0,24.26,115.765,91.505,39.49392857142857,21.791734693877547,25.786875,0.0,2.202,2.202,1.2582857142857142,1.0785306122448979,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,112.71428571428571,48.816326530612244,70.0,CsInSnS4,2.9
617,49.0,55.0,6.0,52.0,1.5,52.0,5.0,90.0,85.0,65.0,30.0,90.0,114.818,132.9054519,18.087451900000005,125.730862975,5.4564314875000015,127.6,301.59,722.66,421.07,544.165,178.495,722.66,1.0,16.0,15.0,11.5,5.25,16.0,5.0,6.0,1.0,5.25,0.375,5.0,138.0,244.0,106.0,165.5,39.25,138.0,0.79,2.1,1.31,1.6925000000000001,0.45125,2.1,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,0.0,10.0,10.0,7.5,3.75,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,11.5,5.25,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,2.0,24.26,115.765,91.505,52.38791666665,31.688541666675,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,0.0,0.0,0.0,0.0,0.0,139.0,229.0,90.0,168.0,30.5,152.0,CsInTe2,2.16
618,8.0,55.0,47.0,24.923076923076923,20.828402366863905,8.0,5.0,90.0,85.0,80.46153846153847,12.449704142011832,87.0,15.9994,132.9054519,116.90605190000001,58.3475886076923,52.12084751715976,15.9994,54.8,722.66,667.86,256.7476923076923,248.55100591715976,54.8,1.0,16.0,15.0,14.615384615384615,2.3431952662721898,16.0,2.0,6.0,4.0,3.230769230769231,1.5147928994082842,2.0,66.0,244.0,178.0,102.15384615384616,44.49704142011834,66.0,0.79,3.44,2.65,2.7992307692307694,0.7886390532544377,3.44,1.0,2.0,1.0,1.9230769230769231,0.14201183431952658,2.0,0.0,4.0,4.0,3.4615384615384617,0.9112426035502957,4.0,0.0,10.0,10.0,3.076923076923077,4.260355029585799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,8.461538461538462,4.177514792899408,6.0,0.0,1.0,1.0,0.07692307692307693,0.14201183431952663,0.0,0.0,5.0,5.0,2.076923076923077,0.4497041420118345,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.1538461538461537,0.43786982248520706,2.0,9.105,115.765,106.66,24.396538461530774,18.841360946734913,9.105,0.0,0.464,0.464,0.10707692307692308,0.1647337278106509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,70.76923076923077,72.33136094674556,12.0,CsInTe3O8,3.9
619,15.0,55.0,40.0,31.333333333333332,7.5,34.0,3.0,89.0,86.0,73.83333333333333,23.277777777777782,89.0,30.973762,132.9054519,101.93168990000001,72.13593965833333,19.226999162499997,78.96,301.59,494.0,192.41000000000003,435.39333333333326,78.14222222222224,494.0,1.0,16.0,15.0,13.333333333333334,4.111111111111111,16.0,3.0,6.0,3.0,4.0,0.3333333333333333,4.0,107.0,244.0,137.0,135.08333333333334,29.47222222222223,120.0,0.79,2.55,1.7599999999999998,2.1991666666666667,0.4677777777777776,2.55,1.0,2.0,1.0,1.8333333333333333,0.27777777777777785,2.0,0.0,4.0,4.0,3.1666666666666665,1.1111111111111112,4.0,0.0,10.0,10.0,6.666666666666667,4.444444444444444,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,11.666666666666666,5.777777777777779,16.0,0.0,1.0,1.0,0.16666666666666666,0.27777777777777773,0.0,0.0,3.0,3.0,1.8333333333333333,0.6111111111111112,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.3333333333333333,2.0,22.5702380952,115.765,93.1947619048,36.78101190475834,19.218273809530555,25.92,0.0,1.625,1.625,0.8035,0.2738333333333333,0.799,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,47.833333333333336,60.38888888888889,14.0,CsK(PSe4)2,2.36
620,34.0,80.0,46.0,49.0,15.0,34.0,5.0,89.0,84.0,59.333333333333336,33.55555555555556,89.0,78.96,200.59,121.63000000000001,118.21348698333334,39.25348698333334,78.96,234.32,1193.0,958.6800000000001,535.1516666666666,219.2827777777778,494.0,1.0,16.0,15.0,10.666666666666666,5.777777777777778,16.0,4.0,6.0,2.0,5.0,1.0,4.0,120.0,244.0,124.0,157.16666666666666,45.55555555555555,120.0,0.79,2.55,1.7599999999999998,1.9233333333333331,0.6522222222222221,2.55,1.0,2.0,1.0,1.8333333333333333,0.27777777777777785,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,10.0,10.0,6.833333333333333,4.222222222222222,10.0,0.0,14.0,14.0,2.3333333333333335,3.888888888888889,0.0,1.0,26.0,25.0,13.0,7.333333333333333,16.0,0.0,1.0,1.0,0.16666666666666666,0.2777777777777778,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,9.0,9.0,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.6666666666666665,2.111111111111111,2.0,25.2375862069,115.765,90.5274137931,42.61001436781667,24.384995210727777,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,105.16666666666667,91.16666666666667,14.0,CsLaHgSe3,2.46
621,3.0,55.0,52.0,9.333333333333334,5.074074074074074,8.0,1.0,87.0,86.0,72.66666666666667,15.925925925925924,87.0,6.941,132.9054519,125.9644519,20.26146955,12.51599803888889,15.9994,54.8,2348.0,2293.2,855.0711111111111,995.285925925926,54.8,1.0,16.0,15.0,13.333333333333334,2.962962962962963,16.0,2.0,6.0,4.0,2.2222222222222223,0.4197530864197532,2.0,66.0,244.0,178.0,85.33333333333333,22.370370370370367,66.0,0.79,3.44,2.65,2.6894444444444443,0.8339506172839506,3.44,1.0,2.0,1.0,1.8888888888888888,0.1975308641975309,2.0,0.0,4.0,4.0,2.5555555555555554,1.6049382716049383,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.444444444444445,1.728395061728395,6.0,0.0,1.0,1.0,0.1111111111111111,0.19753086419753085,0.0,0.0,5.0,5.0,2.7777777777777777,1.4814814814814814,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.888888888888889,1.4074074074074074,2.0,7.1725,115.765,108.5925,14.802407407405557,11.417057613165433,9.105,0.0,1.524,1.524,0.508,0.6773333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,87.44444444444444,83.82716049382717,12.0,CsLi(B3O5)2,6.89
622,3.0,55.0,52.0,14.666666666666666,13.444444444444443,8.0,1.0,87.0,86.0,57.333333333333336,36.22222222222222,87.0,6.941,132.9054519,125.9644519,33.30922531666667,33.19874219444445,15.9994,54.8,3823.0,3768.2,790.4466666666666,1010.8511111111111,54.8,1.0,16.0,15.0,10.666666666666666,6.444444444444444,16.0,2.0,6.0,4.0,2.6666666666666665,1.111111111111111,2.0,66.0,244.0,178.0,107.66666666666667,52.22222222222222,66.0,0.79,3.44,2.65,2.44,1.0366666666666666,3.44,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.3333333333333335,1.6666666666666667,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.0,2.0,6.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,4.0,4.0,1.6666666666666667,1.111111111111111,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,0.6666666666666666,2.0,5.64,115.765,110.125,27.552222222216667,29.40425925926111,9.105,0.0,4.496,4.496,0.7493333333333334,1.248888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,114.66666666666667,102.66666666666667,12.0,CsLiCO3,6.19
623,16.0,71.0,55.0,38.31578947368421,25.8393351800554,16.0,5.0,88.0,83.0,66.3157894736842,25.10803324099723,88.0,32.065,174.9668,142.9018,90.02042378421054,67.10628017119114,32.065,301.59,1936.0,1634.41,953.9763157894737,723.5963988919668,388.36,1.0,16.0,15.0,10.421052631578947,6.45983379501385,16.0,3.0,6.0,3.0,4.2631578947368425,1.4626038781163435,3.0,105.0,244.0,139.0,142.52631578947367,43.45152354570637,105.0,0.79,2.58,1.79,2.0031578947368422,0.6679224376731302,2.58,1.0,2.0,1.0,1.9473684210526316,0.09972299168975064,2.0,0.0,4.0,4.0,2.3157894736842106,1.9501385041551247,4.0,0.0,1.0,1.0,0.3684210526315789,0.4653739612188365,0.0,0.0,14.0,14.0,5.157894736842105,6.515235457063712,0.0,1.0,17.0,16.0,9.789473684210526,5.313019390581718,6.0,0.0,1.0,1.0,0.05263157894736842,0.0997229916897507,0.0,0.0,2.0,2.0,1.1578947368421053,0.9750692520775623,2.0,0.0,9.0,9.0,3.3157894736842106,4.188365650969529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,4.526315789473684,3.296398891966759,2.0,25.786875,115.765,89.978125,31.656611842105264,8.85351454293629,25.786875,0.0,2.202,2.202,1.274842105263158,1.073551246537396,2.202,0.0,0.0022471,0.0022471,0.000827878947368421,0.0010457418282548477,0.0,70.0,229.0,159.0,124.05263157894737,62.58725761772853,70.0,CsLu7S11,1.86
624,34.0,71.0,37.0,48.73684210526316,17.06371191135734,34.0,5.0,89.0,84.0,66.89473684210526,25.59556786703601,89.0,78.96,174.9668,96.00680000000001,117.1701606263158,44.2433438831025,78.96,301.59,1936.0,1634.41,1015.1363157894737,678.5311357340721,494.0,1.0,16.0,15.0,10.421052631578947,6.45983379501385,16.0,4.0,6.0,2.0,4.842105263157895,0.9750692520775623,4.0,120.0,244.0,124.0,151.21052631578948,36.13850415512466,120.0,0.79,2.55,1.7599999999999998,1.9857894736842103,0.6532963988919667,2.55,1.0,2.0,1.0,1.9473684210526316,0.09972299168975064,2.0,0.0,4.0,4.0,2.3157894736842106,1.9501385041551247,4.0,0.0,10.0,10.0,6.157894736842105,4.448753462603878,10.0,0.0,14.0,14.0,5.157894736842105,6.515235457063712,0.0,1.0,17.0,16.0,15.578947368421053,1.534626038781163,16.0,0.0,1.0,1.0,0.05263157894736842,0.0997229916897507,0.0,0.0,2.0,2.0,1.1578947368421053,0.9750692520775623,2.0,0.0,9.0,9.0,3.3157894736842106,4.188365650969529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,4.526315789473684,3.296398891966759,2.0,25.92,115.765,89.845,31.73368421052632,8.845401662049866,25.92,0.0,0.799,0.799,0.46257894736842103,0.38954016620498616,0.799,0.0,0.0022471,0.0022471,0.000827878947368421,0.0010457418282548477,0.0,14.0,229.0,215.0,91.63157894736842,89.88919667590028,14.0,CsLu7Se11,1.78
